id,sales
0,12.186029292195109
1,13.56117250109149
2,13.942759115254852
3,16.49788768354579
4,17.4282552672279
5,17.743196506349342
6,18.163818209695684
7,12.428676577273423
8,14.291185157017154
9,13.849170565611535
10,15.93087202477276
11,16.393014494280038
12,18.07750096240198
13,18.378552962832057
14,11.52057425937734
15,14.050249536428312
16,13.472313316383213
17,15.27168846101645
18,16.071403183128307
19,17.983066636435908
20,18.85149736064506
21,11.467578006903638
22,14.343034029704215
23,15.035784984231748
24,15.649222474950628
25,16.503726624000706
26,17.309074037783994
27,18.059991109952826
28,11.605961120761304
29,13.698245017709054
30,13.484912489286597
31,17.257068552364785
32,18.865255274507454
33,19.899618092425616
34,21.462074806770428
35,14.430242296899774
36,16.13011193269629
37,15.272832417024912
38,18.51708291048734
39,18.354238629254105
40,19.28489964396144
41,20.340791813147675
42,13.585873688488556
43,16.482323861097612
44,15.939959380268863
45,18.032636034274603
46,18.369010275871545
47,20.116921321218857
48,20.810229609581953
49,13.14460348035908
50,15.96540164359467
51,15.514916599261468
52,16.962926163975013
53,17.578836884226384
54,19.932278547368057
55,20.675700817101276
56,13.5177494662051
57,14.848783973257897
58,16.041550523755937
59,20.85521432869287
60,22.952787708906452
61,22.378643886423305
62,24.303066570951582
63,16.06133823322336
64,19.90854409697806
65,18.81372826030756
66,19.839050860890335
67,20.85879406561878
68,22.30642517627519
69,24.174293146865637
70,15.022149620943592
71,18.668113754113858
72,19.599863673699844
73,21.52281126245643
74,21.141864346430868
75,23.801472720303945
76,25.766876595029533
77,16.293824833974444
78,17.87572495037632
79,18.897120290485834
80,20.50455424380214
81,20.509805116977397
82,23.88516454871754
83,24.55869206926089
84,15.417052501640187
85,19.587561858531497
86,20.953177582817425
87,20.08586485077465
88,21.21397288919304
89,23.031906617281816
90,18.094735882555636
91,20.28526380029639
92,19.76132122080665
93,21.494153577985845
94,23.840755726484904
95,24.49933215727684
96,25.41976448098763
97,18.127461420469864
98,20.498944791323733
99,19.97564458205953
100,21.414174614579565
101,23.915226355406073
102,24.08474313485386
103,26.167072786841285
104,18.08731525388146
105,20.77768152830265
106,20.603756568833266
107,22.472654103134563
108,22.59647325603807
109,24.29484615752963
110,26.918054542393385
111,17.305626034952166
112,19.94397019623333
113,20.04943850543998
114,21.93636706086623
115,23.42359520790204
116,25.654525792684034
117,25.903825980011103
118,16.909217946072907
119,20.35748107716799
120,19.37834333201743
121,23.531197920139924
122,26.445220910112912
123,28.45888132275999
124,29.46110860388903
125,19.778459565510747
126,23.80976793383421
127,22.626807924661744
128,25.808221943920813
129,28.683830150415204
130,28.45392117117708
131,31.00756020329584
132,19.097316413475266
133,21.6881998889874
134,22.179122592560873
135,24.179953527620608
136,26.391724718261944
137,28.926638478785733
138,29.055413116419977
139,20.30750459682311
140,21.949304566500015
141,21.66880511852116
142,24.54208451109284
143,24.497460483740284
144,27.81094208662339
145,29.484778707629147
146,19.244886858082957
147,22.94620448649526
148,22.679048433466004
149,28.88764430165319
150,30.5186215925274
151,33.014675777771586
152,37.38859388345354
153,23.694478666173396
154,28.52560095846496
155,27.052240186469437
156,28.78119463167612
157,32.395459978510786
158,34.15697162955762
159,35.90793002277335
160,23.755059761017396
161,27.09704258225063
162,26.61355267340854
163,29.120941438206582
164,30.3734090791044
165,32.46616869146238
166,34.65934467695049
167,22.41470915450667
168,27.29551745302575
169,27.278159155961312
170,29.96238745446592
171,30.995562404048247
172,32.590648067680775
173,35.30183013246323
174,23.502634181784593
175,27.95495545596814
176,27.33170429482574
177,28.784141718234793
178,32.117907328356246
179,32.218330869338544
180,15.766094615223071
181,17.64778699378868
182,18.084084610511276
183,20.16674715549953
184,21.33387740577643
185,22.382781586059277
186,23.737886192560534
187,15.427461265467864
188,18.42147535630641
189,17.437509142027363
190,19.69406070935311
191,21.28274389391614
192,22.21863001162553
193,24.110996886410444
194,16.06098046966288
195,19.26046528543082
196,18.201245663293516
197,19.63364297798711
198,20.56424952079979
199,21.699670672960067
200,23.246219094315503
201,15.753069327041144
202,18.237658671778185
203,18.303268964350707
204,19.89081728081496
205,21.028331023895543
206,21.89682384820679
207,23.513055966051535
208,16.70203058642732
209,18.283766781024088
210,18.14880085893464
211,22.23412424557455
212,24.24690260756819
213,26.828595796903297
214,27.138545065249986
215,18.438539286633677
216,21.21171209850436
217,20.16596004974671
218,20.96697035110823
219,23.95336060695662
220,25.888513342389576
221,27.212607453673048
222,17.945408330341408
223,20.35769782394312
224,20.989425857775647
225,22.405464633236097
226,23.038806461934513
227,25.402138176203813
228,25.835614265466297
229,18.255458873896753
230,20.43740147820416
231,20.72685355728885
232,22.750363019948633
233,23.621741455532653
234,24.44802004206748
235,26.599596412425733
236,17.40408528287107
237,20.729353571053444
238,20.46580927132672
239,25.279515107510495
240,26.055903248695778
241,28.175433439262765
242,29.579348590398585
243,21.158621013220465
244,23.3353620984594
245,25.03632529848939
246,26.65341100958522
247,27.871078072430365
248,30.571134002807597
249,32.536611677803606
250,22.197054390817495
251,25.006403688166746
252,24.577908476802683
253,26.448079698769515
254,28.203056328534867
255,29.39827642658818
256,29.674907735792
257,20.662400110886676
258,24.096864557025587
259,24.70915360847441
260,26.093287828226895
261,28.125690423072847
262,30.9094936216274
263,31.07193839488312
264,21.284089288830614
265,24.37478144800024
266,25.58730545731403
267,27.285753831645284
268,26.959806580645026
269,30.2848320204881
270,14.567761752249496
271,17.181455939203314
272,16.973613746209836
273,19.054534175048335
274,19.569873410613507
275,21.005551925204077
276,21.530508246241222
277,14.1996624904636
278,16.610602420957612
279,17.101199793989814
280,18.314845279799854
281,19.87426734784327
282,18.71829923428843
283,22.188342853830942
284,13.456665765590092
285,16.880905582543246
286,17.084693053734544
287,19.89934559917863
288,19.699475271868728
289,20.847226628877134
290,22.084560280273116
291,14.710181702377026
292,16.92321234695588
293,17.270816687839126
294,18.704412653365125
295,19.904142505141184
296,20.96048284531843
297,23.34836518336596
298,13.731873157155416
299,16.699001412479312
300,16.412446405924005
301,19.308655413523496
302,21.630004892222168
303,23.45777430600149
304,22.810100850169455
305,15.462364098380494
306,18.61157271756928
307,18.575800930637275
308,20.03330522725608
309,21.300321868246535
310,21.706205082665612
311,23.54405479142715
312,16.26000723746297
313,17.324596828128936
314,20.223996116810653
315,19.447122090253824
316,21.297374255432455
317,23.680425073624235
318,22.95161761948193
319,15.285468326584391
320,17.647106925328995
321,18.216171416902977
322,19.206018776576197
323,21.164323710203316
324,23.71851108202472
325,23.2271597519995
326,15.581725759129894
327,17.798609001646764
328,17.671723459637548
329,21.394051240797992
330,24.912642047630936
331,26.606972681370777
332,27.648543983433584
333,18.80076415932091
334,21.322298135373536
335,21.549575220024856
336,22.93787853634898
337,24.548150366849256
338,27.04966014231056
339,27.733497726350947
